排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
418,4273-MBHYA,59.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,89.35,89.35,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥89/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
419,0637-KVDLV,59.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,76.5,162.45,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥76/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
420,0529-ONKER,59.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,15,75.65,1146.65,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥76/月)；在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
421,9576-SYUHJ,59.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,37,91.15,3369.25,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥91/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
422,6576-FBXOJ,59.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,17,54.6,934.8,One year,DSL,Electronic check,Male,在网时间(17个月)，仍处于流失高风险期；年付合同即将到期，需重点关注；电子支票支付，账单拖欠风险较高
423,9975-SKRNR,59.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,18.9,18.9,Month-to-month,No,Mailed check,Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
424,2545-EBUPK,59.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,84.05,186.05,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥84/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
425,3528-HFRIQ,59.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,52.3,3765.05,Month-to-month,DSL,Bank transfer (automatic),Male,月付合同，转换成本低，易流失
426,0804-XBFBV,59.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,11,25.2,321.05,Month-to-month,DSL,Electronic check,Female,在网时间较短(11个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
427,3580-HYCSP,59.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,110.3,7966.9,Two year,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥110/月)；光纤用户对网络质量要求高
428,1159-WFSGR,58.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,16,20.4,321.4,Month-to-month,No,Electronic check,Female,在网时间(16个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；无网络服务，增值业务少；电子支票支付，账单拖欠风险较高
429,1333-PBMXB,58.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,54,24.75,1342.15,One year,No,Bank transfer (automatic),Female,年付合同即将到期，需重点关注；无网络服务，增值业务少
430,7137-RYLPP,58.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,37,85.7,3171.15,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥86/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
431,8241-JUIQO,58.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,61,19.45,1336.35,One year,No,Bank transfer (automatic),Female,年付合同即将到期，需重点关注；无网络服务，增值业务少
432,8949-JTMAY,58.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,29,98.6,2933.2,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥99/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
433,2927-CVULT,58.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,53,104.05,5566.4,Two year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥104/月)；光纤用户对网络质量要求高
434,7521-YXVZY,58.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,19.95,58.3,Month-to-month,No,Mailed check,Male,在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
435,2985-FMWYF,58.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,23,93.5,2341.55,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥94/月)；在网时间(23个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
436,9050-QLROH,58.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,18,90.7,1597.25,Month-to-month,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥91/月)；在网时间(18个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
437,9135-MGVPY,58.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,84.7,5878.9,Two year,DSL,Mailed check,Male,月租费用偏高(¥85/月)；邮寄支票支付，便捷性差
438,8067-NIOYM,58.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,24,21.1,490.65,Two year,No,Credit card (automatic),Female,无网络服务，增值业务少
439,7638-QVMVY,57.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,79.0,522.95,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥79/月)；在网时间较短(7个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
440,1628-BIZYP,57.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,85.0,85.0,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥85/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
441,0310-MVLET,57.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,61,99.15,6010.05,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥99/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
442,7969-AULMZ,57.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,21,97.35,2119.5,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥97/月)；在网时间(21个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
443,9933-QRGTX,57.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,60,97.2,5611.75,Two year,Fiber optic,Electronic check,Female,月租费用偏高(¥97/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
444,7018-FPXHH,57.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,56,59.8,3457.45,Two year,DSL,Bank transfer (automatic),Male,综合风险因素，需进一步分析
445,9432-RUVSL,57.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,48,102.5,4904.25,Two year,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥102/月)；光纤用户对网络质量要求高
446,7508-DQAKK,57.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,64,86.4,5442.05,Two year,DSL,Credit card (automatic),Female,月租费用偏高(¥86/月)
447,7277-KAMWT,57.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,20.0,268.45,Two year,No,Credit card (automatic),Male,在网时间(13个月)，仍处于流失高风险期；无网络服务，增值业务少
448,5527-ACHSO,57.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,11,70.5,829.3,Month-to-month,DSL,Mailed check,Female,月租费用中等偏高(¥70/月)；在网时间较短(11个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
449,3518-FSTWG,57.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,109.55,7920.7,Two year,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥110/月)；光纤用户对网络质量要求高
450,5287-QWLKY,56.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,105.1,7548.1,Month-to-month,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥105/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
451,6480-YAGIY,56.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,45,112.2,5031.85,One year,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥112/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高
