排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
181,8012-SOUDQ,76.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,43,90.25,3838.75,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥90/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
182,6919-ELBGL,76.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,114.95,8196.4,Two year,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥115/月)；光纤用户对网络质量要求高；流失概率极高，需立即挽留
183,7821-DPRQE,76.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,68,107.7,7320.9,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥108/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
184,2137-DQMEV,76.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,68,44.8,2983.65,One year,DSL,Mailed check,Male,年付合同即将到期，需重点关注；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
185,2223-GDSHL,76.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,116.05,8297.5,Two year,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥116/月)；光纤用户对网络质量要求高；流失概率极高，需立即挽留
186,8445-DNBAE,76.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,50.05,50.05,Month-to-month,DSL,Electronic check,Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
187,6651-AZVTJ,76.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,49,99.8,4872.45,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥100/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
188,0530-IJVDB,76.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,114.6,7882.5,Two year,Fiber optic,Electronic check,Male,月租费用偏高(¥115/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
189,9317-WZPGV,76.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,79.75,159.4,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用中等偏高(¥80/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
190,8399-YNDCH,76.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,21,60.05,1236.15,Month-to-month,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥60/月)；在网时间(21个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；流失概率极高，需立即挽留
191,4290-BSXUX,76.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,79.65,251.75,Month-to-month,Fiber optic,Bank transfer (automatic),Male,月租费用中等偏高(¥80/月)；在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
192,1208-NBVFH,76.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,20,49.6,939.8,Month-to-month,DSL,Electronic check,Male,在网时间(20个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
193,5846-NEQVZ,75.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,70.85,4973.4,Two year,DSL,Credit card (automatic),Male,月租费用中等偏高(¥71/月)；流失概率极高，需立即挽留
194,1360-RCYRT,75.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,23,30.35,678.75,Month-to-month,DSL,Bank transfer (automatic),Male,在网时间(23个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；流失概率极高，需立即挽留
195,3675-YDUPJ,75.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,10,19.85,193.05,Month-to-month,No,Mailed check,Male,在网时间较短(10个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
196,4476-OSWTN,75.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,110.55,7610.1,One year,Fiber optic,Mailed check,Male,月租费用偏高(¥111/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；邮寄支票支付，便捷性差
197,1853-UDXBW,75.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,70.0,70.0,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥70/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
198,4732-RRJZC,75.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,20.25,144.35,Month-to-month,No,Mailed check,Male,在网时间较短(7个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
199,3372-CDXFJ,75.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,24.5,343.6,One year,No,Bank transfer (automatic),Male,在网时间(13个月)，仍处于流失高风险期；年付合同即将到期，需重点关注；无网络服务，增值业务少；流失概率极高，需立即挽留
200,8818-DOPVL,75.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,46,104.45,4863.85,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥104/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
201,8380-PEFPE,75.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,71.65,71.65,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥72/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
202,1099-GODLO,75.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,20.35,20.35,Two year,No,Mailed check,Female,在网时间较短(1个月)，客户黏性不足；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
203,3714-NTNFO,75.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,49,84.5,3906.7,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥84/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
204,6861-OKBCE,75.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,11,20.1,221.35,Month-to-month,No,Credit card (automatic),Female,在网时间较短(11个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；流失概率极高，需立即挽留
205,9028-LIHRP,75.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,100.2,7209.0,Two year,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥100/月)；光纤用户对网络质量要求高；流失概率极高，需立即挽留
206,4367-NHWMM,75.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,24.9,24.9,Month-to-month,DSL,Mailed check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
207,5919-TMRGD,75.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,79.35,79.35,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥79/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
208,6818-WOBHJ,75.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,68,89.6,6127.6,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥90/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；流失概率极高，需立即挽留
209,0835-DUUIQ,75.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,24,21.05,531.55,One year,No,Bank transfer (automatic),Female,年付合同即将到期，需重点关注；无网络服务，增值业务少；流失概率极高，需立即挽留
210,2569-WGERO,74.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,21.15,1419.4,Two year,No,Bank transfer (automatic),Female,无网络服务，增值业务少；流失概率极高，需立即挽留
211,3167-SNQPL,74.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,38,101.15,3741.85,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥101/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
